1740413442.675987 server started (72401): version 3.4, socket /private/tmp/tmux-502/default, protocol 8
1740413442.676022 on Darwin 23.6.0 Darwin Kernel Version 23.6.0: Mon Jul 29 21:14:04 PDT 2024; root:xnu-10063.141.2~1/RELEASE_ARM64_T8122
1740413442.676029 using libevent 2.1.12-stable select
1740413442.676038 using utf8proc 2.9.0
1740413442.676044 using ncurses 6.5 20240427
1740413442.940762 peer 0x138008000 message 104
1740413442.940764 client 0x146808200 IDENTIFY_STDIN 10
1740413442.940766 cmdq_next <global>: waiting
1740413442.940771 cmdq_next <client-72399>: waiting
1740413442.940774 peer 0x138008000 message 110
1740413442.940776 client 0x146808200 IDENTIFY_STDOUT 11
1740413442.940777 peer 0x138008000 message 107
1740413442.940779 client 0x146808200 IDENTIFY_CLIENTPID 72538
1740413442.940781 peer 0x138008000 message 105
1740413442.940783 client 0x146808200 IDENTIFY_ENVIRON NVM_INC=/Users/jack.gitter/.nvm/versions/node/v20.17.0/include/node
1740413442.940785 peer 0x138008000 message 105
1740413442.940788 client 0x146808200 IDENTIFY_ENVIRON MANPATH=/Users/jack.gitter/.nvm/versions/node/v20.17.0/share/man::/usr/share/man:/usr/local/share/man:/Applications/Ghostty.app/Contents/Resources/ghostty/../man:
1740413442.940790 peer 0x138008000 message 105
1740413442.940792 client 0x146808200 IDENTIFY_ENVIRON STARSHIP_SHELL=zsh
1740413442.940793 peer 0x138008000 message 105
1740413442.940796 client 0x146808200 IDENTIFY_ENVIRON GHOSTTY_RESOURCES_DIR=/Applications/Ghostty.app/Contents/Resources/ghostty
1740413442.940797 peer 0x138008000 message 105
1740413442.940799 client 0x146808200 IDENTIFY_ENVIRON TERM_PROGRAM=ghostty
1740413442.940801 peer 0x138008000 message 105
1740413442.940803 client 0x146808200 IDENTIFY_ENVIRON NVM_CD_FLAGS=-q
1740413442.940804 peer 0x138008000 message 105
1740413442.940806 client 0x146808200 IDENTIFY_ENVIRON SHELL=/bin/zsh
1740413442.940808 peer 0x138008000 message 105
1740413442.940810 client 0x146808200 IDENTIFY_ENVIRON TERM=xterm-ghostty
1740413442.940811 peer 0x138008000 message 105
1740413442.940813 client 0x146808200 IDENTIFY_ENVIRON MYVIMRC=/Users/jack.gitter/.config/nvim/init.lua
1740413442.940815 peer 0x138008000 message 105
1740413442.940817 client 0x146808200 IDENTIFY_ENVIRON HOMEBREW_REPOSITORY=/opt/homebrew
1740413442.940818 peer 0x138008000 message 105
1740413442.940820 client 0x146808200 IDENTIFY_ENVIRON TMPDIR=/var/folders/9p/5n6ql6jn65756s48pjmm5v6c0000gp/T/
1740413442.940822 peer 0x138008000 message 105
1740413442.940824 client 0x146808200 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=1.1.2
1740413442.940826 peer 0x138008000 message 105
1740413442.940828 client 0x146808200 IDENTIFY_ENVIRON PNPM_HOME=/Users/jack.gitter/Library/pnpm
1740413442.940829 peer 0x138008000 message 105
1740413442.940831 client 0x146808200 IDENTIFY_ENVIRON NVM_DIR=/Users/jack.gitter/.nvm
1740413442.940833 peer 0x138008000 message 105
1740413442.940834 client 0x146808200 IDENTIFY_ENVIRON USER=jack.gitter
1740413442.940836 peer 0x138008000 message 105
1740413442.940838 client 0x146808200 IDENTIFY_ENVIRON COMMAND_MODE=unix2003
1740413442.940840 peer 0x138008000 message 105
1740413442.940842 client 0x146808200 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.tjl9gtz8K4/Listeners
1740413442.940843 peer 0x138008000 message 105
1740413442.940845 client 0x146808200 IDENTIFY_ENVIRON __CF_USER_TEXT_ENCODING=0x1F6:0x0:0x0
1740413442.940847 peer 0x138008000 message 105
1740413442.940849 client 0x146808200 IDENTIFY_ENVIRON TMUX=/private/tmp/tmux-502/default,72401,-1
1740413442.940851 peer 0x138008000 message 105
1740413442.940855 client 0x146808200 IDENTIFY_ENVIRON PATH=/Users/jack.gitter/.local/share/nvim/mason/bin:/Users/jack.gitter/Library/pnpm:/Users/jack.gitter/.nvm/versions/node/v20.17.0/bin:/opt/homebrew/opt/postgresql@15/bin:/opt/homebrew/opt/postgresql@15/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin:/Applications/Privileges.app/Contents/Resources:/Applications/Ghostty.app/Contents/MacOS
1740413442.940857 peer 0x138008000 message 105
1740413442.940859 client 0x146808200 IDENTIFY_ENVIRON STARSHIP_CONFIG=/Users/jack.gitter/.config/starshipconfig/starship.toml
1740413442.940861 peer 0x138008000 message 105
1740413442.940863 client 0x146808200 IDENTIFY_ENVIRON __CFBundleIdentifier=com.mitchellh.ghostty
1740413442.940864 peer 0x138008000 message 105
1740413442.940870 client 0x146808200 IDENTIFY_ENVIRON PWD=/Users/jack.gitter/.config/dotfiles
1740413442.940872 peer 0x138008000 message 105
1740413442.940874 client 0x146808200 IDENTIFY_ENVIRON TOP_PID=72432
1740413442.940875 peer 0x138008000 message 105
1740413442.940877 client 0x146808200 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1740413442.940879 peer 0x138008000 message 105
1740413442.940881 client 0x146808200 IDENTIFY_ENVIRON NVIM_LOG_FILE=/Users/jack.gitter/.local/state/nvim/log
1740413442.940883 peer 0x138008000 message 105
1740413442.940884 client 0x146808200 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1740413442.940886 peer 0x138008000 message 105
1740413442.940888 client 0x146808200 IDENTIFY_ENVIRON MASON=/Users/jack.gitter/.local/share/nvim/mason
1740413442.940890 peer 0x138008000 message 105
1740413442.940891 client 0x146808200 IDENTIFY_ENVIRON XPC_SERVICE_NAME=0
1740413442.940893 peer 0x138008000 message 105
1740413442.940895 client 0x146808200 IDENTIFY_ENVIRON HOME=/Users/jack.gitter
1740413442.940897 peer 0x138008000 message 105
1740413442.940898 client 0x146808200 IDENTIFY_ENVIRON SHLVL=5
1740413442.940900 peer 0x138008000 message 105
1740413442.940902 client 0x146808200 IDENTIFY_ENVIRON GHOSTTY_SHELL_INTEGRATION_NO_SUDO=1
1740413442.940904 peer 0x138008000 message 105
1740413442.940906 client 0x146808200 IDENTIFY_ENVIRON TERMINFO=/Applications/Ghostty.app/Contents/Resources/terminfo
1740413442.940907 peer 0x138008000 message 105
1740413442.940909 client 0x146808200 IDENTIFY_ENVIRON HOMEBREW_PREFIX=/opt/homebrew
1740413442.940911 peer 0x138008000 message 105
1740413442.940912 client 0x146808200 IDENTIFY_ENVIRON LOGNAME=jack.gitter
1740413442.940914 peer 0x138008000 message 105
1740413442.940916 client 0x146808200 IDENTIFY_ENVIRON STARSHIP_SESSION_KEY=7992210582245061
1740413442.940918 peer 0x138008000 message 105
1740413442.940920 client 0x146808200 IDENTIFY_ENVIRON XDG_DATA_DIRS=/usr/local/share:/usr/share:/Applications/Ghostty.app/Contents/Resources/ghostty/..
1740413442.940921 peer 0x138008000 message 105
1740413442.940923 client 0x146808200 IDENTIFY_ENVIRON GHOSTTY_BIN_DIR=/Applications/Ghostty.app/Contents/MacOS
1740413442.940925 peer 0x138008000 message 105
1740413442.940927 client 0x146808200 IDENTIFY_ENVIRON NVM_BIN=/Users/jack.gitter/.nvm/versions/node/v20.17.0/bin
1740413442.940929 peer 0x138008000 message 105
1740413442.940931 client 0x146808200 IDENTIFY_ENVIRON VIMRUNTIME=/opt/homebrew/Cellar/neovim/0.10.1/share/nvim/runtime
1740413442.940932 peer 0x138008000 message 105
1740413442.940934 client 0x146808200 IDENTIFY_ENVIRON HOMEBREW_CELLAR=/opt/homebrew/Cellar
1740413442.940936 peer 0x138008000 message 105
1740413442.940938 client 0x146808200 IDENTIFY_ENVIRON INFOPATH=/opt/homebrew/share/info:
1740413442.940939 peer 0x138008000 message 105
1740413442.940941 client 0x146808200 IDENTIFY_ENVIRON VIM=/opt/homebrew/Cellar/neovim/0.10.1/share/nvim
1740413442.940943 peer 0x138008000 message 105
1740413442.940945 client 0x146808200 IDENTIFY_ENVIRON COLORTERM=truecolor
1740413442.940946 peer 0x138008000 message 105
1740413442.940948 client 0x146808200 IDENTIFY_ENVIRON _=/opt/homebrew/bin/tmux
1740413442.940950 peer 0x138008000 message 106
1740413442.940951 client 0x146808200 name is client-72538
1740413442.940958 peer 0x138008000 message 200
1740413442.940961 cmd_unpack_argv: argv[0]=bind-key
1740413442.940962 cmd_unpack_argv: argv[1]=-T
1740413442.940964 cmd_unpack_argv: argv[2]=copy-mode-vi
1740413442.940966 cmd_unpack_argv: argv[3]=C-j
1740413442.940967 cmd_unpack_argv: argv[4]=select-pane
1740413442.940969 cmd_unpack_argv: argv[5]=-D
1740413442.940971 cmd_parse_build_commands 0:0: bind-key
1740413442.940973 cmd_parse_build_commands 0:1: -T
1740413442.940974 cmd_parse_build_commands 0:2: copy-mode-vi
1740413442.940976 cmd_parse_build_commands 0:3: C-j
1740413442.940978 cmd_parse_build_commands 0:4: select-pane
1740413442.940979 cmd_parse_build_commands 0:5: -D
1740413442.940982 args_parse_flags: next -T
1740413442.940984 args_parse_flag_argument: -T = copy-mode-vi
1740413442.940985 args_parse_flags: next C-j
1740413442.940990 args_parse: flags end at 3 of 6
1740413442.940991 args_parse: 3 = C-j (type STRING)
1740413442.940993 args_parse: 4 = select-pane (type STRING)
1740413442.940995 args_parse: 5 = -D (type STRING)
1740413442.941000 cmd_parse_build_commands: bind-key -T copy-mode-vi C-j select-pane -D
1740413442.941004 cmdq_get_command: [bind-key/0x134e06a00] group 3047
1740413442.941006 cmdq_append <client-72538>: [bind-key/0x134e06a00]
1740413442.941008 cmdq_append <client-72538>: [server_client_command_done/0x134e07660]
1740413442.941010 cmdq_next <global>: waiting
1740413442.941011 cmdq_next <client-72399>: waiting
1740413442.941013 cmdq_next <client-72538>: enter
1740413442.941015 cmdq_next <client-72538>: [bind-key/0x134e06a00] (0), flags 0
1740413442.941016 cmd_find_best_session: 0 sessions to try
1740413442.941018 cmd_find_current_client: no target, return 0x0
1740413442.941020 cmd_find_best_session: 0 sessions to try
1740413442.941022 cmd_find_best_session: 0 sessions to try
1740413442.941023 cmd_parse_build_commands 0:0: select-pane
1740413442.941025 cmd_parse_build_commands 0:1: -D
1740413442.941028 args_parse_flags: next -D
1740413442.941030 args_parse_flags: -D
1740413442.941031 args_parse: flags end at 2 of 2
1740413442.941034 cmd_parse_build_commands: select-pane -D
1740413442.941038 key_bindings_add: 0xa C-j = select-pane -D
1740413442.941040 cmd_find_best_session: 0 sessions to try
1740413442.941042 unref client 0x146808200 (3 references)
1740413442.941045 cmdq_next <client-72538>: [server_client_command_done/0x134e07660] (1), flags 0
1740413442.941046 unref client 0x146808200 (2 references)
1740413442.941048 cmdq_next <client-72538>: exit (empty)
1740413442.941050 cmdq_next <global>: waiting
1740413442.941051 cmdq_next <client-72399>: waiting
1740413442.941053 cmdq_next <client-72538>: empty
1740413442.941055 sending message 203 to peer 0x138008000 (4 bytes)
1740413442.941059 cmdq_next <global>: waiting
1740413442.941061 cmdq_next <client-72399>: waiting
1740413442.941064 cmdq_next <client-72538>: empty
1740413442.941166 lost client 0x146808200
1740413442.941177 remove peer 0x138008000
1740413442.941181 unref client 0x146808200 (1 references)
1740413442.941183 free client 0x146808200 (0 references)
1740413442.941186 cmdq_next <global>: waiting
1740413442.941188 cmdq_next <client-72399>: waiting
1740413442.944296 add peer 0x138008000: 9 (0x146808200)
1740413442.944300 new client 0x146808200
1740413442.944302 cmdq_next <global>: waiting
1740413442.944304 cmdq_next <client-72399>: waiting
1740413442.944386 peer 0x138008000 message 100
1740413442.944389 client 0x146808200 IDENTIFY_FLAGS 0x10000
1740413442.944390 peer 0x138008000 message 111
1740413442.944392 client 0x146808200 IDENTIFY_LONGFLAGS 0x10000
1740413442.944394 peer 0x138008000 message 101
1740413442.944396 client 0x146808200 IDENTIFY_TERM xterm-ghostty
1740413442.944398 peer 0x138008000 message 109
1740413442.944399 client 0x146808200 IDENTIFY_FEATURES 
1740413442.944401 peer 0x138008000 message 102
1740413442.944403 client 0x146808200 IDENTIFY_TTYNAME 
1740413442.944404 peer 0x138008000 message 108
1740413442.944409 client 0x146808200 IDENTIFY_CWD /Users/jack.gitter/.config/dotfiles
1740413442.944411 cmdq_next <global>: waiting
1740413442.944413 cmdq_next <client-72399>: waiting
1740413442.944416 peer 0x138008000 message 104
1740413442.944418 client 0x146808200 IDENTIFY_STDIN 10
1740413442.944419 cmdq_next <global>: waiting
1740413442.944421 cmdq_next <client-72399>: waiting
1740413442.944424 peer 0x138008000 message 110
1740413442.944425 client 0x146808200 IDENTIFY_STDOUT 11
1740413442.944427 peer 0x138008000 message 107
1740413442.944429 client 0x146808200 IDENTIFY_CLIENTPID 72540
1740413442.944430 peer 0x138008000 message 105
1740413442.944433 client 0x146808200 IDENTIFY_ENVIRON NVM_INC=/Users/jack.gitter/.nvm/versions/node/v20.17.0/include/node
1740413442.944434 peer 0x138008000 message 105
1740413442.944437 client 0x146808200 IDENTIFY_ENVIRON MANPATH=/Users/jack.gitter/.nvm/versions/node/v20.17.0/share/man::/usr/share/man:/usr/local/share/man:/Applications/Ghostty.app/Contents/Resources/ghostty/../man:
1740413442.944442 peer 0x138008000 message 105
1740413442.944444 client 0x146808200 IDENTIFY_ENVIRON STARSHIP_SHELL=zsh
1740413442.944445 peer 0x138008000 message 105
1740413442.944447 client 0x146808200 IDENTIFY_ENVIRON GHOSTTY_RESOURCES_DIR=/Applications/Ghostty.app/Contents/Resources/ghostty
1740413442.944449 peer 0x138008000 message 105
1740413442.944451 client 0x146808200 IDENTIFY_ENVIRON TERM_PROGRAM=ghostty
1740413442.944453 peer 0x138008000 message 105
1740413442.944455 client 0x146808200 IDENTIFY_ENVIRON NVM_CD_FLAGS=-q
1740413442.944456 peer 0x138008000 message 105
1740413442.944458 client 0x146808200 IDENTIFY_ENVIRON SHELL=/bin/zsh
1740413442.944460 peer 0x138008000 message 105
1740413442.944462 client 0x146808200 IDENTIFY_ENVIRON TERM=xterm-ghostty
1740413442.944463 peer 0x138008000 message 105
1740413442.944465 client 0x146808200 IDENTIFY_ENVIRON MYVIMRC=/Users/jack.gitter/.config/nvim/init.lua
1740413442.944467 peer 0x138008000 message 105
1740413442.944469 client 0x146808200 IDENTIFY_ENVIRON HOMEBREW_REPOSITORY=/opt/homebrew
1740413442.944470 peer 0x138008000 message 105
1740413442.944472 client 0x146808200 IDENTIFY_ENVIRON TMPDIR=/var/folders/9p/5n6ql6jn65756s48pjmm5v6c0000gp/T/
1740413442.944474 peer 0x138008000 message 105
1740413442.944476 client 0x146808200 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=1.1.2
1740413442.944477 peer 0x138008000 message 105
1740413442.944479 client 0x146808200 IDENTIFY_ENVIRON PNPM_HOME=/Users/jack.gitter/Library/pnpm
1740413442.944481 peer 0x138008000 message 105
1740413442.944483 client 0x146808200 IDENTIFY_ENVIRON NVM_DIR=/Users/jack.gitter/.nvm
1740413442.944484 peer 0x138008000 message 105
1740413442.944486 client 0x146808200 IDENTIFY_ENVIRON USER=jack.gitter
1740413442.944488 peer 0x138008000 message 105
1740413442.944490 client 0x146808200 IDENTIFY_ENVIRON COMMAND_MODE=unix2003
1740413442.944491 peer 0x138008000 message 105
1740413442.944493 client 0x146808200 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.tjl9gtz8K4/Listeners
1740413442.944495 peer 0x138008000 message 105
1740413442.944497 client 0x146808200 IDENTIFY_ENVIRON __CF_USER_TEXT_ENCODING=0x1F6:0x0:0x0
1740413442.944498 peer 0x138008000 message 105
1740413442.944500 client 0x146808200 IDENTIFY_ENVIRON TMUX=/private/tmp/tmux-502/default,72401,-1
1740413442.944502 peer 0x138008000 message 105
1740413442.944507 client 0x146808200 IDENTIFY_ENVIRON PATH=/Users/jack.gitter/.local/share/nvim/mason/bin:/Users/jack.gitter/Library/pnpm:/Users/jack.gitter/.nvm/versions/node/v20.17.0/bin:/opt/homebrew/opt/postgresql@15/bin:/opt/homebrew/opt/postgresql@15/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin:/Applications/Privileges.app/Contents/Resources:/Applications/Ghostty.app/Contents/MacOS
1740413442.944508 peer 0x138008000 message 105
1740413442.944510 client 0x146808200 IDENTIFY_ENVIRON STARSHIP_CONFIG=/Users/jack.gitter/.config/starshipconfig/starship.toml
1740413442.944512 peer 0x138008000 message 105
1740413442.944514 client 0x146808200 IDENTIFY_ENVIRON __CFBundleIdentifier=com.mitchellh.ghostty
1740413442.944516 peer 0x138008000 message 105
1740413442.944517 client 0x146808200 IDENTIFY_ENVIRON PWD=/Users/jack.gitter/.config/dotfiles
1740413442.944519 peer 0x138008000 message 105
1740413442.944521 client 0x146808200 IDENTIFY_ENVIRON TOP_PID=72432
1740413442.944523 peer 0x138008000 message 105
1740413442.944524 client 0x146808200 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1740413442.944526 peer 0x138008000 message 105
1740413442.944528 client 0x146808200 IDENTIFY_ENVIRON NVIM_LOG_FILE=/Users/jack.gitter/.local/state/nvim/log
1740413442.944529 peer 0x138008000 message 105
1740413442.944531 client 0x146808200 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1740413442.944533 peer 0x138008000 message 105
1740413442.944537 client 0x146808200 IDENTIFY_ENVIRON MASON=/Users/jack.gitter/.local/share/nvim/mason
1740413442.944539 peer 0x138008000 message 105
1740413442.944541 client 0x146808200 IDENTIFY_ENVIRON XPC_SERVICE_NAME=0
1740413442.944543 peer 0x138008000 message 105
1740413442.944544 client 0x146808200 IDENTIFY_ENVIRON HOME=/Users/jack.gitter
1740413442.944546 peer 0x138008000 message 105
1740413442.944548 client 0x146808200 IDENTIFY_ENVIRON SHLVL=5
1740413442.944550 peer 0x138008000 message 105
1740413442.944552 client 0x146808200 IDENTIFY_ENVIRON GHOSTTY_SHELL_INTEGRATION_NO_SUDO=1
1740413442.944553 peer 0x138008000 message 105
1740413442.944555 client 0x146808200 IDENTIFY_ENVIRON TERMINFO=/Applications/Ghostty.app/Contents/Resources/terminfo
1740413442.944557 peer 0x138008000 message 105
1740413442.944559 client 0x146808200 IDENTIFY_ENVIRON HOMEBREW_PREFIX=/opt/homebrew
1740413442.944560 peer 0x138008000 message 105
1740413442.944562 client 0x146808200 IDENTIFY_ENVIRON LOGNAME=jack.gitter
1740413442.944564 peer 0x138008000 message 105
1740413442.944566 client 0x146808200 IDENTIFY_ENVIRON STARSHIP_SESSION_KEY=7992210582245061
1740413442.944567 peer 0x138008000 message 105
1740413442.944569 client 0x146808200 IDENTIFY_ENVIRON XDG_DATA_DIRS=/usr/local/share:/usr/share:/Applications/Ghostty.app/Contents/Resources/ghostty/..
1740413442.944571 peer 0x138008000 message 105
1740413442.944573 client 0x146808200 IDENTIFY_ENVIRON GHOSTTY_BIN_DIR=/Applications/Ghostty.app/Contents/MacOS
1740413442.944575 peer 0x138008000 message 105
1740413442.944577 client 0x146808200 IDENTIFY_ENVIRON NVM_BIN=/Users/jack.gitter/.nvm/versions/node/v20.17.0/bin
1740413442.944578 peer 0x138008000 message 105
1740413442.944580 client 0x146808200 IDENTIFY_ENVIRON VIMRUNTIME=/opt/homebrew/Cellar/neovim/0.10.1/share/nvim/runtime
1740413442.944582 peer 0x138008000 message 105
1740413442.944584 client 0x146808200 IDENTIFY_ENVIRON HOMEBREW_CELLAR=/opt/homebrew/Cellar
1740413442.944585 peer 0x138008000 message 105
1740413442.944587 client 0x146808200 IDENTIFY_ENVIRON INFOPATH=/opt/homebrew/share/info:
1740413442.944589 peer 0x138008000 message 105
1740413442.944591 client 0x146808200 IDENTIFY_ENVIRON VIM=/opt/homebrew/Cellar/neovim/0.10.1/share/nvim
1740413442.944592 peer 0x138008000 message 105
1740413442.944594 client 0x146808200 IDENTIFY_ENVIRON COLORTERM=truecolor
1740413442.944596 peer 0x138008000 message 105
1740413442.944598 client 0x146808200 IDENTIFY_ENVIRON _=/opt/homebrew/bin/tmux
1740413442.944599 peer 0x138008000 message 106
1740413442.944601 client 0x146808200 name is client-72540
1740413442.944609 peer 0x138008000 message 200
1740413442.944612 cmd_unpack_argv: argv[0]=bind-key
1740413442.944613 cmd_unpack_argv: argv[1]=-n
1740413442.944615 cmd_unpack_argv: argv[2]=C-k
1740413442.944616 cmd_unpack_argv: argv[3]=if-shell
1740413442.944619 cmd_unpack_argv: argv[4]=ps -o state= -o comm= -t '#{pane_tty}'       | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1740413442.944620 cmd_unpack_argv: argv[5]=send-keys 'C-k'
1740413442.944622 cmd_unpack_argv: argv[6]=select-pane -U
1740413442.944624 cmd_parse_build_commands 0:0: bind-key
1740413442.944626 cmd_parse_build_commands 0:1: -n
1740413442.944627 cmd_parse_build_commands 0:2: C-k
1740413442.944629 cmd_parse_build_commands 0:3: if-shell
1740413442.944631 cmd_parse_build_commands 0:4: ps -o state= -o comm= -t '#{pane_tty}'       | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1740413442.944633 cmd_parse_build_commands 0:5: send-keys 'C-k'
1740413442.944635 cmd_parse_build_commands 0:6: select-pane -U
1740413442.944637 args_parse_flags: next -n
1740413442.944639 args_parse_flags: -n
1740413442.944641 args_parse_flags: next C-k
1740413442.944642 args_parse: flags end at 2 of 7
1740413442.944644 args_parse: 2 = C-k (type STRING)
1740413442.944646 args_parse: 3 = if-shell (type STRING)
1740413442.944648 args_parse: 4 = ps -o state= -o comm= -t '#{pane_tty}'       | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$' (type STRING)
1740413442.944653 args_parse: 5 = send-keys 'C-k' (type STRING)
1740413442.944655 args_parse: 6 = select-pane -U (type STRING)
1740413442.944663 cmd_parse_build_commands: bind-key -n C-k if-shell "ps -o state= -o comm= -t '#{pane_tty}'       | grep -iqE '^[^TXZ ]+ +(\\\\S+\\\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'" "send-keys 'C-k'" "select-pane -U"
1740413442.944666 cmdq_get_command: [bind-key/0x134e06080] group 3055
1740413442.944668 cmdq_append <client-72540>: [bind-key/0x134e06080]
1740413442.944670 cmdq_append <client-72540>: [server_client_command_done/0x134e07570]
1740413442.944672 cmdq_next <global>: waiting
1740413442.944674 cmdq_next <client-72399>: waiting
1740413442.944675 cmdq_next <client-72540>: enter
1740413442.944677 cmdq_next <client-72540>: [bind-key/0x134e06080] (0), flags 0
1740413442.944679 cmd_find_best_session: 0 sessions to try
1740413442.944681 cmd_find_current_client: no target, return 0x0
1740413442.944682 cmd_find_best_session: 0 sessions to try
1740413442.944684 cmd_find_best_session: 0 sessions to try
1740413442.944686 cmd_parse_build_commands 0:0: if-shell
1740413442.944688 cmd_parse_build_commands 0:1: ps -o state= -o comm= -t '#{pane_tty}'       | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1740413442.944689 cmd_parse_build_commands 0:2: send-keys 'C-k'
1740413442.944691 cmd_parse_build_commands 0:3: select-pane -U
1740413442.944694 args_parse_flags: next ps -o state= -o comm= -t '#{pane_tty}'       | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1740413442.944695 args_parse: flags end at 1 of 4
1740413442.944697 args_parse: 1 = ps -o state= -o comm= -t '#{pane_tty}'       | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$' (type STRING)
1740413442.944699 args_parse: 2 = send-keys 'C-k' (type STRING)
1740413442.944701 args_parse: 3 = select-pane -U (type STRING)
1740413442.944707 cmd_parse_build_commands: if-shell "ps -o state= -o comm= -t '#{pane_tty}'       | grep -iqE '^[^TXZ ]+ +(\\\\S+\\\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'" "send-keys 'C-k'" "select-pane -U"
1740413442.944713 key_bindings_add: 0xb C-k = if-shell "ps -o state= -o comm= -t '#{pane_tty}'       | grep -iqE '^[^TXZ ]+ +(\\\\S+\\\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'" "send-keys 'C-k'" "select-pane -U"
1740413442.944714 cmd_find_best_session: 0 sessions to try
1740413442.944716 unref client 0x146808200 (3 references)
1740413442.944719 cmdq_next <client-72540>: [server_client_command_done/0x134e07570] (1), flags 0
1740413442.944720 unref client 0x146808200 (2 references)
1740413442.944722 cmdq_next <client-72540>: exit (empty)
1740413442.944724 cmdq_next <global>: waiting
1740413442.944725 cmdq_next <client-72399>: waiting
1740413442.944727 cmdq_next <client-72540>: empty
1740413442.944729 sending message 203 to peer 0x138008000 (4 bytes)
1740413442.944732 cmdq_next <global>: waiting
1740413442.944735 cmdq_next <client-72399>: waiting
1740413442.944737 cmdq_next <client-72540>: empty
1740413442.944809 lost client 0x146808200
1740413442.944820 remove peer 0x138008000
1740413442.944824 unref client 0x146808200 (1 references)
1740413442.944827 free client 0x146808200 (0 references)
1740413442.944829 cmdq_next <global>: waiting
1740413442.944831 cmdq_next <client-72399>: waiting
1740413442.947598 add peer 0x148060000: 9 (0x145013000)
1740413442.947601 new client 0x145013000
1740413442.947604 cmdq_next <global>: waiting
1740413442.947605 cmdq_next <client-72399>: waiting
1740413442.947680 peer 0x148060000 message 100
1740413442.947683 client 0x145013000 IDENTIFY_FLAGS 0x10000
1740413442.947684 peer 0x148060000 message 111
1740413442.947686 client 0x145013000 IDENTIFY_LONGFLAGS 0x10000
1740413442.947688 peer 0x148060000 message 101
1740413442.947690 client 0x145013000 IDENTIFY_TERM xterm-ghostty
1740413442.947692 peer 0x148060000 message 109
1740413442.947693 client 0x145013000 IDENTIFY_FEATURES 
1740413442.947695 peer 0x148060000 message 102
1740413442.947697 client 0x145013000 IDENTIFY_TTYNAME 
1740413442.947698 peer 0x148060000 message 108
1740413442.947702 client 0x145013000 IDENTIFY_CWD /Users/jack.gitter/.config/dotfiles
1740413442.947708 cmdq_next <global>: waiting
1740413442.947709 cmdq_next <client-72399>: waiting
1740413442.947712 peer 0x148060000 message 104
1740413442.947714 client 0x145013000 IDENTIFY_STDIN 10
1740413442.947716 cmdq_next <global>: waiting
1740413442.947717 cmdq_next <client-72399>: waiting
1740413442.947720 peer 0x148060000 message 110
1740413442.947722 client 0x145013000 IDENTIFY_STDOUT 11
1740413442.947723 peer 0x148060000 message 107
1740413442.947725 client 0x145013000 IDENTIFY_CLIENTPID 72541
1740413442.947727 peer 0x148060000 message 105
1740413442.947729 client 0x145013000 IDENTIFY_ENVIRON NVM_INC=/Users/jack.gitter/.nvm/versions/node/v20.17.0/include/node
1740413442.947731 peer 0x148060000 message 105
1740413442.947733 client 0x145013000 IDENTIFY_ENVIRON MANPATH=/Users/jack.gitter/.nvm/versions/node/v20.17.0/share/man::/usr/share/man:/usr/local/share/man:/Applications/Ghostty.app/Contents/Resources/ghostty/../man:
1740413442.947735 peer 0x148060000 message 105
1740413442.947737 client 0x145013000 IDENTIFY_ENVIRON STARSHIP_SHELL=zsh
